2.0 0.026746 0.0271833 0.00026649
1.85 0.0304476 0.0318692 0.000290195
1.7 0.038026 0.0380672 0.000342038
1.55 0.0481248 0.0468484 0.000439837
1.4 0.0604108 0.0595736 0.000530419
1.25 0.0804712 0.0799604 0.00060338
1.1 0.115446 0.112319 0.000904965
0.95 0.179384 0.172581 0.0013783
0.8 0.292756 0.292664 0.00208085
0.65 0.575452 0.548177 0.00390012
0.55 0.783653 0.776472 0.00551653
0.5 0.863526 0.887346 0.0055636
