2.0 1.37446 1.36165 0.00142289
1.85 1.59345 1.59465 0.00170292
1.7 1.9294 1.91053 0.00195415
1.55 2.35741 2.3401 0.00298778
1.4 2.9869 2.98368 0.00401975
1.25 3.89502 3.95952 0.00645554
1.1 5.48747 5.58491 0.0118366
0.95 8.42221 8.61144 0.0191211
0.8 14.9705 15.1561 0.0493785
0.65 33.2433 32.5946 0.128348
0.55 60.0438 59.7959 0.204981
0.5 77.862 79.1894 0.243413
